QDM Type,Data Element Valueset,Attribute,Attribute Valueset,Measure
QDM::DiagnosticStudyPerformed,2.16.840.1.114222.4.1.214079.1.1.4,negationRationale,2.16.840.1.114222.4.1.214079.1.1.7,CMS31v7
QDM::DiagnosticStudyPerformed,2.16.840.1.114222.4.1.214079.1.1.3,result,,CMS31v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,371828006,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.114222.4.11.3591,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,371828006,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.114222.4.11.3591,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,371828006,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.114222.4.11.3591,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,371828006,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.299,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,dischargeDisposition,2.16.840.1.114222.4.11.3591,CMS32v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,admissionSource,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,admissionSource,2.16.840.1.114222.4.11.3591,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,2.16.840.1.113883.3.666.5.3022,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,2.16.840.1.113883.3.666.5.3022,CMS53v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.67,relevantPeriod,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,facilityLocations,,CMS53v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.666.5.735,relevantPeriod,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,admissionSource,,CMS53v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,,CMS108v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.279,prevalencePeriod,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.279,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,route,2.16.840.1.113883.3.117.1.7.1.223,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,route,2.16.840.1.113883.3.117.1.7.1.223,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,relevantPeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.666.5.1743,relevantPeriod,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,facilityLocations,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.263,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,relevantPeriod,,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,authorDatetime,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,authorDatetime,,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,relevantPeriod,,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,authorDatetime,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,authorDatetime,,CMS108v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.117.1.7.1.213,result,,CMS108v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.117.1.7.1.213,id,,CMS108v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.117.1.7.1.213,resultDatetime,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,authorDatetime,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,relevantPeriod,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.264,CMS108v7
QDM::AssessmentPerformed,72136-5,result,2.16.840.1.113883.3.117.1.7.1.400,CMS108v7
QDM::AssessmentPerformed,72136-5,authorDatetime,,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,authorDatetime,,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,authorDatetime,,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,authorDatetime,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,authorDatetime,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,authorDatetime,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,authorDatetime,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.202,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.134,relevantPeriod,,CMS108v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.202,prevalencePeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,ordinality,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,relevantPeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,relevantPeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,relevantPeriod,,CMS108v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS108v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,authorDatetime,,CMS108v7
QDM::InterventionPerformed,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,authorDatetime,,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,authorDatetime,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.205,authorDatetime,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.41,id,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.41,relevantPeriod,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,authorDatetime,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,relevantPeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,relevantPeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,relevantPeriod,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,relevantPeriod,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.247,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,relevantPeriod,,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,relevantPeriod,,CMS108v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,relevantPeriod,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,route,2.16.840.1.113883.3.117.1.7.1.222,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,route,2.16.840.1.113883.3.117.1.7.1.222,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,authorDatetime,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,ordinality,,CMS108v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.263,prevalencePeriod,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,route,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,ordinality,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,ordinality,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,ordinality,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,ordinality,,CMS108v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,ordinality,,CMS108v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.264,prevalencePeriod,,CMS108v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,route,,CMS108v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,,CMS190v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.279,prevalencePeriod,,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.279,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,facilityLocations,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,route,2.16.840.1.113883.3.117.1.7.1.223,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,route,2.16.840.1.113883.3.117.1.7.1.223,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.263,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.117.1.7.1.213,result,,CMS190v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.117.1.7.1.213,id,,CMS190v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.117.1.7.1.213,resultDatetime,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.264,CMS190v7
QDM::AssessmentPerformed,72136-5,result,2.16.840.1.113883.3.117.1.7.1.400,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
