OID,ValueSetName,ExpansionVersion,CodeSystemName,CodeSystemVersion,CodeSystemOID,Purpose
2.16.840.1.113883.3.464.1003.101.11.1110,"Preventive Care - Initial Office Visit, 0 to 17",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients who have had an office or other outpatient visit for preventive care.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with comprehensive history, evaluation, and management of a patient in an office or outpatient facility. Patient can be presenting with problems that are minor to high severity. This is an extensional value set of CPT codes.),(Exclusion Criteria: Excludes non-office visits, including telehealth services.)"
2.16.840.1.113883.3.464.1003.101.12.1025,"Preventive Care Services - Established Office Visit, 18 and Up",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients over the age of 18 who have had an established preventive care office visit.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with comprehensive preventive medicine reevaluation and management of an individual over the age of 18. This is a grouping value set of CPT codes.),(Exclusion Criteria: Excludes non-office visits, including telehealth services.)"
2.16.840.1.113883.3.464.1003.101.11.1125,"Preventive Care Services - Established Office Visit, 18 and Up",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients over the age of 18 who have had an established preventive care office visit.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with comprehensive preventive medicine reevaluation and management of an individual over the age of 18. This is an extensional value set of CPT codes.),(Exclusion Criteria: Excludes non-office visits, including telehealth services.)"
2.16.840.1.113883.3.464.1003.101.12.1027,Preventive Care Services - Group Counseling,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent group counseling services.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with identifying preventive medicine counseling and/or risk factor reduction intervention(s) provided to individuals in a group setting.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.101.12.1030,Preventive Care Services - Other,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent unlisted preventive medicine services.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with unlisted preventive medicine services. This is a grouping of a CPT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.101.12.1022,"Preventive Care Services, Initial Office Visit, 0 to 17",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent initial comprehensive preventive medical evaluation, including regular preventive care or care of small problem or preexisting condition that requires no extra work, to be associated with patients 0-17 years of age, that have no prior outpatient professional services from the physician practice in the last 3 years.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with ages 0-17, and that indicate initial comprehensive preventive medical evaluation, including regular preventive care or care of small problem or preexisting condition that requires no extra work, for a patient that has no prior outpatient professional services from the physician practice in the last 3 years. This is a grouping value set of CPT codes.),(Exclusion Criteria: Excludes codes that are not for comprehensive preventive medical evaluations and codes that are for patients who have been seen in the last 3 years.)"
2.16.840.1.113883.3.464.1003.101.12.1026,Preventive Care Services-Individual Counseling,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients who have received preventive medicine counseling and/or risk factor reduction interventions.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with counseling, anticipatory guidance, and risk factor reduction interventions. Preventative care and individual counseling encounters can be 15 to 60 minutes. This is a grouping of CPT codes.),(Exclusion Criteria: Excludes codes for services performed in the emergency department, including critical care and observation services.)"
2.16.840.1.113883.3.464.1003.101.12.1023,"Preventive Care Services-Initial Office Visit, 18 and Up",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients over the age of 18 who have had an initial preventive care office visit.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with comprehensive preventive medicine reevaluation and management of an individual over the age of 18. This is a grouping value set of CPT codes.),(Exclusion Criteria: Excludes non-office visits, including telehealth services.)"
2.16.840.1.113883.3.464.1003.101.11.1115,"Preventive Care Services-Initial Office Visit, 18 and Up",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients over the age of 18 who have had an initial preventive care office visit.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with comprehensive preventive medicine reevaluation and management of an individual over the age of 18. This is an extensional value set of CPT codes.),(Exclusion Criteria: Excludes non-office visits, including telehealth services.)"
2.16.840.1.113883.3.464.1003.101.12.1024,"Preventive Care, Established Office Visit, 0 to 17",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent initial comprehensive preventive medical evaluation, including regular preventive care or care of small problem or preexisting condition that requires no extra work, to be associated with patients 0-17 years of age, that received prior outpatient professional services from the physician practice in the last 3 years.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with ages 0-17, and indicating initial comprehensive preventive medical evaluation, including regular preventive care or care of small problem or preexisting condition that requires no extra work, for a patient that received prior outpatient professional services from the physician practice in the last 3 years. This is a grouping value set of CPT codes.),(Exclusion Criteria: Excludes codes that are not for comprehensive preventive medical evaluations and codes that are for patients who have not been seen in the last 3 years.)"
2.16.840.1.113883.3.526.3.1185,Previous Receipt of Influenza Vaccine,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent a patient reporting a previous receipt of an influenza vaccine.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Communication or Assessment.),(Inclusion Criteria: Includes only relevant concepts associated with a patient reporting a previous receipt of an influenza vaccine.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.326,Primary Open-Angle Glaucoma,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of primary open-angle glaucoma (POAG).),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of primary open-angle glaucoma (POAG).),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.198.12.1006,Primary THA Procedure,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent primary Total Hip Arthroplasty (THA) procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with codes that identify primary THA procedures. This is a grouping of CPT, HCPCS and SNOMED CT codes.),(Exclusion Criteria: Excludes codes for revision or partial hip arthroplasty procedures.)"
2.16.840.1.113883.3.464.1003.198.12.1007,Primary TKA Procedure,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent primary Total Knee Arthroplasty (TKA) procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with codes that identify primary TKA procedures. This is a grouping of CPT, HCPCS and SNOMED CT codes.),(Exclusion Criteria: Excludes codes for revision or partial knee arthroplasty procedures.)"
2.16.840.1.113883.3.117.1.7.1.14,Principal,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent the qualifier value used to identify the term principal.),(Data Element Scope: This value set may use the Quality Data Model (QDM) attribute related to Ordinality.),(Inclusion Criteria: Includes only relevant concepts associated with SNOMED CT codes that define the principal qualifier value.),(Exclusion Criteria: Excludes codes that do not meet the inclusion criteria.)"
2.16.840.1.113883.3.526.3.1434,Prior Pars Plana Vitrectomy,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent pars plana vitrectomy procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with a vitrectomy using the pars plana approach.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1475,Prior Penetrating Keratoplasty,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of penetrating keratoplasty.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of keratoconus.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.111.12.1009,Procedures During Pregnancy,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent procedures conducted during pregnancy.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with procedures conducted on a patient during pregnancy. This is a grouping of CPT and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.111.12.1010,Procedures Involving Contraceptive Devices,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent procedures involving contraceptive devices.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with procedures related to contraceptive devices. This is a grouping of CPT, HCPCS and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1476,"Profound Impairment, Both Eyes",eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of profound impairment of both eyes.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of blindness in both eyes, which Includes blindness categories 3, 4 or 5.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.196.12.1367,Promethazine Hydrochloride,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent promethazine hydrochloride medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; promethazine hydrochloride only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; promethazine hydrochloride in combination with other medications.)"
2.16.840.1.113883.3.526.3.319,Prostate Cancer,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent prostate cancer diagnosis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with prostate cancer diagnoses.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.398,Prostate Cancer Treatment,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent prostate cancer treatments.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with interstitial prostate brachytherapy, external beam radiotherapy to the prostate and radical prostatectomy.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.401,Prostate Specific Antigen Test,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent prostate specific antigen (PSA) test.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Laboratory Test.),(Inclusion Criteria: Includes only relevant concepts associated with prostate specific antigen (PSA) tests.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1003,Proteinuria,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of proteinuria.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of proteinuria.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1509,Protriptyline,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent protriptyline medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; protriptyline only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; protriptyline in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1345,Pseudoephedrine / Triprolidine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent pseudoephedrine / triprolidine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; pseudoephedrine / triprolidine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; pseudoephedrine / triprolidine in combination with other medications.)"
2.16.840.1.113883.3.526.3.1435,Pseudoexfoliation Syndrome,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of pseudoexfoliation syndrome.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of pseudoexfoliation of lens or pseudoexfoliation glaucoma.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.113.12.1046,Psoriatic Arthritis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of psoriatic arthritis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with psoriatic arthritis, arthritis mutilans, psoriatic spondylitis, and other unspecified psoriatic arthropathy. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes diagnosis codes for juvenile psoriatic arthritis and dactylitis.)"
2.16.840.1.113883.3.526.3.1492,Psych Visit - Diagnostic Evaluation,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent visits during which a psychiatric diagnostic evaluation is completed.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with visits with the completion of psychiatric diagnostic evaluations.),(Exclusion Criteria: Excludes group psychotherapy or family psychotherapy.)"
2.16.840.1.113883.3.526.3.1018,Psych Visit - Family Psychotherapy,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent visits during which family psychotherapy is performed.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with family psychotherapy.),(Exclusion Criteria: Excludes group psychotherapy or individual psychotherapy visits.)"
2.16.840.1.113883.3.526.3.1496,Psych Visit - Psychotherapy,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent visits for psychotherapy.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with visits for individual psychotherapy services.),(Exclusion Criteria: Excludes group psychotherapy or family psychotherapy.)"
2.16.840.1.113883.3.117.1.7.1.299,Psychiatric/Mental Health Diagnosis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set grouping contains concepts that represent diagnoses commonly used in the inpatient setting for psychiatric and mental health disorders.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attributes related to Diagnosis. The intent of this data element is to identify patients who have an active diagnosis of a psychiatric or mental health disorder.),(Inclusion Criteria: Includes only relevant concepts associated with representing an active diagnosis for psychiatric and mental health disorders using ICD-10-CM and SNOMED CT codes systems.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1141,Psychoanalysis,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent visits for psychoanalysis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with psychoanalysis.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.101.12.1055,Psychotherapy and Pharmacologic Management,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent psychotherapy services.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with identifying psychotherapy services.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1477,Purulent Endophthalmitis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of purulent endophthalmitis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of purulent endophthalmitis, panophthalmitis, vitreous abscess, and other types of endophthalmitis.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.114222.4.11.836,Race,eCQM Update 2018-09-17,CDCREC,1.2,2.16.840.1.113883.6.238,"(Clinical Focus: This value set contains concepts that represent the general race category reported by the patient - subject may have more than one; defined by the Centers for Disease Control and Prevention and National Center for Health Statistics.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Patient Characteristic Race.),(Inclusion Criteria: Includes only relevant concepts associated with the following race categories: American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, Other Race, White.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1026,Radiation Treatment Management,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent radiation treatment management.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with radiation treatment management.),(Exclusion Criteria:  No exclusions.)"
2.16.840.1.113883.3.464.1003.101.12.1046,Referral,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent a referral for a patient to a practitioner for evaluation, treatment or co-management of a patient's condition.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with referrals and consultations.),(Exclusion Criteria: Excludes self referrals.)"
2.16.840.1.113883.3.600.537,Referral for Depression Adolescent,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent appropriate referrals specific to the child and adolescent age group for depression management.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with appropriate referrals as specific to the child and adolescent age group for depression management.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.538,Referral for Depression Adult,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent appropriate referrals specific to the adult age group for depression management.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with appropriate referrals as specific to the adult age group for depression management.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.1475,Referral to Alternative Provider / Primary Care Provider,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent the types of referrals made by the alternate or primary care provider.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with the different types of services and providers.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.1.1527,Referrals where weight assessment may occur,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent multiple types of providers and settings for weight assessment.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention or Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with multiple providers in different settings performing weight assessments.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1045.18,Rehabilitation Assessment,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent procedures that represent rehabilitation assessment of patients post stroke.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify assessments for rehabilitation assessment following a stroke.),(Inclusion Criteria: Includes only relevant concepts associated with SNOMED CT codes that identify a rehabilitation assessment procedures post stroke.),(Exclusion Criteria: Excludes codes that do not meet the inclusion criteria.)"
2.16.840.1.113762.1.4.1045.19,Rehabilitation Therapy,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent procedures that represent rehabilitation therapy post stroke.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify stroke rehabilitation therapies.),(Inclusion Criteria: Includes only relevant concepts associated with SNOMED CT codes that identify rehabilitation therapies used appropriate for stroke rehabilitation.),(Exclusion Criteria: Excludes codes that do not meet the inclusion criteria.)"
2.16.840.1.113883.3.526.3.1436,Removal Procedures,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent removal procedures of the eye.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with removal procedures of the eye, including removal of foreign body, implanted material, etc.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1151,Renal Failure Due to ACE Inhibitor,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent a diagnosis of renal failure due to Angiotensin converting enzyme (ACE) inhibitor. ),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of renal failure due to ACE inhibitor.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1478,Retinal Detachment with Retinal Defect,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of retinal detachment with a retinal defect.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of various types of retinal detachments.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1437,Retinal Repair Procedures,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent retinal repair procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with procedures for repairing the retina, including reattachment, scleroplasty and repositioning.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1479,Retinal Vascular Occlusion,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of retinal vascular occlusion.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of retinal vein or artery occlusion.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.115.12.1088,Retinal or Dilated Eye Exam,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent patients who have received a retinal or dilated eye exam.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Physical Exam, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with procedural codes that indicate a retinal and dilated eye exam took place.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1438,Retrolental Fibroplasias,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of retrolental fibroplasias.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of retrolental fibroplasias, including retinopathy of prematurity.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1439,Revision Procedures,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent revision procedures of the eye.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with revision or repair procedures of the eye.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1047.102,Rhabdomyolysis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis or condition of rhabdomyolysis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with the diagnosis of rhabdomyolysis.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.113.12.1005,Rheumatoid Arthritis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of rheumatoid arthritis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with rheumatoid arthritis and Felty's syndrome. Includes only relevant concepts associated with comorbidities occurring with rheumatoid arthritis, such as rheumatoid polyneuropathy, rheumatoid myopathy, rheumatoid heart disease, rheumatoid vasculitis, and rheumatoid lung disease. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes codes for juvenile chronic polyarthritis, chronic post rheumatic arthropathy, and inflammatory polyarthropathy.)"
2.16.840.1.113883.3.464.1003.122.12.1035,Right,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent the right side of the body.),(Data Element Scope: This value set may use the Quality Data Model (QDM) attribute related to Anatomical Location Site.),(Inclusion Criteria: Includes only relevant concepts associated with the right side of the body. This is a grouping of SNOMED CT codes.),(Exclusion Criteria: Excludes concepts representing the left side of the body.)"
